ID	Ion_mode	Q1	Q3	RT	Compound_name	Class_I	Class_II	Disease1	Disease2	Disease3	Disease4	Disease5	Disease6	Disease7	Disease8	Disease9	Disease10	Disease11	Disease12	Disease13	Disease14	Disease15	Disease16	Disease17	Disease18	Disease19	Disease20	Disease21	Disease22	Disease23	Disease24	Disease25	Disease26	Disease27	Disease28	Disease29	Disease30	Disease31	Disease32	Disease33	Disease34	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32	Control33	Control34
EPT2859	Positive	353.226	-	-	unknown	unknown	unknown	141848.998	268197.13	415617.459	407845.579	140786.297	481519.84	334965.944	404337.805	487745.263	1175529.977	364390.155	905017.182	362759.739	534025.207	513492.614	134264.771	409577.231	462537.564	617841.611	731698.284	323222.22	417081.185	118819.125	340282.287	475223.24	445714.581	482989.457	689878.701	160754.361	307601.37	344728.839	275128.889	386079.363	421301.818	257552.39	479401.749	358978.369	328316.512	424952.981	576168.297	637398.941	408233.593	241996.762	288337.788	110354.406	550985.193	483699.379	414197.543	630712.506	146546.404	297668.888	360492.022	430968.928	171309.64	376294.215	343293.431	408316.595	440821.761	357485.691	295029.322	188953.59	362511.233	335249.151	186144.93	186924.581	338867.695	514344.317	323536.396
EPT2860	Positive	353.233	-	-	unknown	unknown	unknown	1204057.341	2274502.386	3338184.112	2860913.617	1526322.928	3097015.793	1939432.576	2956912.113	3334630.345	7826617.713	2848529.067	7202820.826	3346114.709	3041895.38	3649791.855	356699.831	3852778.567	3484831.656	4862479.604	5295979.2	2180480.427	2989596.354	1017931.005	2399036.469	3119533.695	3577544.116	2995444.338	4734281.513	2594686.949	1539187.199	2155314.305	1947624.665	3059415.486	3222682.816	2033757.605	3312311.993	2445294.965	2521129.286	3295208.029	3594610.568	4303550.074	2216607.161	1839985.348	2067163.634	616243.596	3868701.557	4180540.489	3015728.726	4639987.939	1599551.482	1927491.877	2919678.271	3266023.597	572983.801	2439396.908	2638385.447	2968533.272	3247204.603	2839141.517	2180274.783	1620954.696	2718920.844	2949550.089	1506221.544	1265128.09	2416233.972	3573463.877	3190657.125
EPT2861	Positive	353.2686	-	-	unknown	unknown	unknown	14019715.74	6549280.153	8479313.656	8822716.24	8292683.875	8098816.138	1415418.77	8356692.033	12904262.54	15304007.87	11100344.28	11571232.81	12215043.35	12408361.45	9314162.459	7596195.194	9950245.096	8238521.743	13423349.03	10442199	7293117.821	6316232.541	5670211.772	11695877.15	10960995.43	8687567.998	5230724.672	10439874.37	11054275.4	10441639.55	9670379.84	8061596.279	10945883.97	12233749.09	14718855.57	8997235.156	12931043.19	6552942.97	11059219.54	8787238.073	7818992.658	7442816.559	9167780.884	8543017.36	7440961.136	10454394.31	5673874.954	6335252.399	6304853.684	11027123.81	9068602.783	9195974.491	7505088.833	8309308.06	7096264.12	6068584.549	6296092.629	9600172.652	9210807.414	8987874.45	11001062.61	8199168.3	8783980.503	10728960.23	7358267.595	7370803.725	10993122.91	12057151.1
EPT2862	Positive	354.2	-	-	unknown	unknown	unknown	68702.392	88464.623	90430.815	49668.705	33390.073	162945.388	69911.314	232284.391	164098.575	159376.386	140483.594	300065.322	132404.425	179381.178	146700.203	151032.65	113771.597	67483.847	180005.593	160885.238	235560.055	106427.628	50188.571	214582.05	322831.204	47791.418	50364.631	205259.448	136479.658	225747.738	206265.76	33321.361	145567.971	226130.251	160593.248	150638.738	142646.727	59165.75	220035.215	63737.739	160620.746	84052.183	238457.241	157945.72	140926.356	273199.73	140245.419	95749.383	114222.82	56596.81	113523.521	119100.151	191421.345	150665.755	231353.219	91301.324	180467.177	147453.777	258495.495	164597.98	87704.435	112178.656	94008.073	160005.15	68839.908	357237.036	98666.374	52307.35
EPT2864	Positive	355.1176	-	-	unknown	unknown	unknown	197048.637	212129.845	575948.846	541508.35	148167.84	555865.913	681218.823	291219.042	826888.983	1013396.35	580489.971	1296065.92	416923.367	609875.366	1109914.715	61043.445	602994.094	685296.379	670255.326	1000909.647	438997.323	546652.795	226620.596	278207.529	864555.515	884238.604	110844.719	1045444.839	202919.017	369817.22	195142.209	133607.445	537302.92	800170.558	562387.946	680480.919	613886.99	336184.978	715679.238	639793.568	632786.602	311022.97	418224.053	219457.649	292142.886	1030424.577	605426.439	427205.006	1521353.347	613473.021	248334.547	533201.338	546674.219	158386.83	339811.188	569310.73	298182.902	707151.07	482257.591	306803.902	151808.917	468532.221	260912.267	529432.875	123258.351	584141.671	632467.667	600677.533
EPT2865	Positive	355.153	-	-	unknown	unknown	unknown	164182.074	183136.059	311226.656	426515.933	75686.747	349934.095	601575.659	163569.981	495444.238	1287738.894	610375.355	947436.139	387892.334	345154.49	758555.117	57228.176	454862.576	685631.088	604569.512	811648.278	234540.283	318341.713	187707.876	260670.372	522976.86	555215.719	73372.357	971081.952	177670.903	282055.337	213580.257	193421.782	350038.355	324609.119	483868.993	456466.825	466829.82	312568.882	423348.976	518484.394	508502.798	170360.663	298203.761	267323.298	227134.47	957758.483	452006.509	261692.107	1122768.871	435231.406	199177.694	433337.536	371893.735	91081.415	186774.26	515478.883	260297.941	348823.108	303558.411	182324.816	137472.707	337756.433	200597.068	341398.739	72788.653	348584.827	535630.784	488463.544
EPT2866	Positive	356.2222	-	-	unknown	unknown	unknown	913558.519	2412234.672	1260094.443	2080351.601	7097556.278	3033333.399	1252434.303	2835985.647	2728328.182	1419857.951	1369264.351	3486745.242	2313231.448	2373836.674	4055685.39	2747865.26	1673908.216	4630218.443	13039828.08	1506434.565	2727068.776	2363867.774	1551222.705	1025468.397	769496.639	2297350.546	2552725.073	3109351.87	2030905.468	1224633.505	1179087.905	5121282.829	2548781.837	1229766.168	3101881.622	2908913.38	2390270.148	653845.077	2529151.859	6498718.499	6629033.696	4022925.198	3046839.794	2865349.3	7073293.448	1168665.848	3285343.284	3106831.028	3558294.928	1210273.604	2909688.955	2261434.704	1566004.428	1128564.598	569254.239	432001.466	3697018.238	3656802.97	2286185.833	3026891.385	7303333.218	1827978.575	4747514.837	2978653.577	2122884.267	1286125.043	2879533.649	5506447.62
EPT2868	Positive	358.1	-	-	unknown	unknown	unknown	75360.074	189456.259	137679.403	148398.077	213251.443	121365.157	130139.171	85178.746	191972.189	184084.476	183745.071	95870.49	61256.907	150307.474	124241.841	263140.74	77536.68	131028.735	96010.34	184144.385	280259.165	193196.179	146533.018	49662.605	68411.611	130632.784	72507.667	175965.491	107519.635	129714.433	101357.471	154641.922	181302.676	125069.926	119264.37	191989.741	287354.449	39827.592	157968.04	88139.216	42656.055	107039.906	82660.994	77450.063	159288.616	144284.781	71619.912	140929.311	107319.508	162652.607	174992.871	133352.135	108466.857	60915.587	125079.152	118684.255	163522.653	224632.009	168117.792	179738.082	37142.397	97540.039	71085.48	203223.587	215077.254	125693.765	212876.181	118040.185
EPT2869	Positive	358.1	-	-	unknown	unknown	unknown	137767.535	387374.568	189037.878	112547.697	284852.64	183052.06	28656.507	401117.24	253196.605	146098.991	239615.771	149192.473	268375.567	400590.467	225491.967	397674.787	186256.715	285676.938	377040.015	386838.603	68238.473	274282.588	220651.633	357172.35	287095.279	310262.051	93453.54	194181.628	210428.777	192285.053	493915.625	118958.998	154451.244	254160.997	482754.351	315444.787	270992.361	132577.118	252638.788	236924.017	171996.216	267145.379	238405.214	96462.392	176886.073	207449.158	94159.601	270934.98	223977.892	98967.371	203415.944	253327.08	139627.139	305024.454	100314.907	128619.395	133042.197	298631.371	118705.875	80014.594	345995.981	183449.245	227737.524	142310.312	297399.826	268659.516	130449.82	129648.089
EPT2870	Positive	358.2	-	-	unknown	unknown	unknown	1387018.87	1470481.346	1264379.749	1956200.525	1770603.878	2240173.793	11538369.42	1742963.738	980817.591	560023.9	1454786.509	1147908.723	1864614.231	934763.273	4726521.646	2532095.963	3906030.445	4421268.453	4436066.726	763664.475	2185477.547	2603509.692	4869914.279	948370.642	1889637.084	2154328.656	702030.095	864803.437	1592397.823	574948.389	312500.093	1474448.272	1471049.296	459336.427	4197432.335	1514721.137	1637716.152	89894.477	1747431.264	2480427.344	2693371.021	833733.197	593907.14	1159729.077	4301825.913	1171865.976	893206.036	1322337.435	1760166.136	2416179.918	819184.058	1266721.701	1184852.478	847044.464	130206.133	1463825.975	2598640.791	1633511.356	1847722.817	1426054.888	3861473.092	1701879.997	2887457.907	1132418.826	1994293.707	1566136.268	3943744.089	2156366.587
EPT2871	Positive	358.2365	-	-	unknown	unknown	unknown	6683237.972	10243998.72	2850437.056	8675489.911	14887870.35	15628936.11	11456453.87	9477634.875	7342029.77	2431927.724	8052941.038	5230680.278	14115800.29	7588430.935	14283831.5	9551881.352	6671323.984	7572189.876	33529658.65	4492937.628	6162427.878	8436924.445	119013.85	5161186.279	2171497.799	3069838.124	4655123.324	2678151.962	14130418.34	2809974.073	766687.631	7822637.931	5161080.834	3739223.521	15774535.95	14760383.21	5890930.678	116568.252	17970201.1	19178341.48	26563551.41	1390129.174	103235.081	2500599.312	13760752.4	4356781.275	6243735.194	4453439.872	2062881.362	1619724.038	3101742.966	3505587.116	1881427.13	4019768.454	228256.112	2429487.004	9703192.235	6868934.067	4198789.455	2640963.144	17790360.28	5418254.163	12808511.57	3884370.049	5967623.48	2377721.867	7778915.369	3901275.315
EPT2872	Positive	358.3	-	-	unknown	unknown	unknown	9634716.286	10425061.19	8948827.261	14282494.48	12176305.38	17014715.83	73161500.25	11227153.7	7146017.762	3513985.6	9352661.332	8342757.771	13271748.39	5456242.962	29963273.54	18266568.64	27884514.95	30106877	29787714.15	5099860.405	15233183.55	17412939.91	31865456.87	6441928.953	14236770.87	14015244.76	4781325.363	5870263.194	10029823.21	4009028.998	1835062.253	10388755.49	9555789.022	3292009.13	29228682.4	11131527.54	8677436.499	717560.597	12488874.57	17253453.79	17348942.51	6336055.566	3700594.167	8006650.47	26299013.52	7956434.994	6641750.099	10573213.81	11038677.82	16016595.55	5987383.227	9059041.129	7883346.543	5528541.484	895930.479	9386832.414	19673151.32	11257085.67	12588837.17	9943400.597	27152384.02	11656748.44	20672474.11	8629014.164	13417616.16	10114868.98	29185603.7	14578685.91
EPT2873	Positive	358.3	-	-	unknown	unknown	unknown	3223242.695	4692219.932	1122412.823	2011272.955	3747168.926	2292513.413	1309603.748	3182756.563	3125611.957	1869686.925	2331457.11	813626.474	2907426.757	1825997.893	3224703.215	2510217.963	1802214.171	1325493.228	10175315.76	644254.54	2063156.082	2644909.18	2509093.018	1297682.885	1198224.72	1442239.082	1699008.624	1226861.053	1484007.938	1686539.597	603473.056	6017029.926	1042543.087	2237047.995	4843360.376	1449115.799	2260730.826	778607.24	3188404.269	3678613.532	1945139.292	5078984.581	1786998.458	3054672.893	3767442.777	1928920.242	1693834.523	588868.337	368416.129	2976505.785	1834903.653	2411690.372	2014701.649	2218497.676	736396.988	827385.979	4524778.671	1920839.8	4001180.986	3735096.493	4842426.205	1518073.329	2878570.59	1145183.565	3551271.003	1132990.431	4086915.005	3330253.705
EPT2874	Positive	358.3	-	-	unknown	unknown	unknown	1088844.128	870137.275	317394.418	978446.612	792892.052	1079569.785	38553.742	1288849.965	1297266.745	649342.108	963519.273	1244164.074	1100167.353	704465.065	1716371.83	1973465.134	689286.394	2040882.56	5059100.754	384619.873	751294.834	754071.775	404599.628	909237.861	433654.74	728901.497	772249.825	493205.279	476784.35	543444.215	212793.693	2030480.499	655341.004	1329683.26	1790104.045	1176018.31	1740698.585	239445.052	1321215.212	1654928.54	583335.461	1939125.951	660183.363	781581.121	861883.979	492332.52	892529.633	1773403.277	474303.979	779556	1237811.152	854445.847	674131.431	970193.208	237781.415	173007.537	3030626.962	680552.504	1683809.62	1669906.705	2042160.837	521381.654	948907.947	845585.001	971135.787	615624.113	1424204.866	1413614.721
EPT2877	Positive	359.1	-	-	unknown	unknown	unknown	2036273.81	2345673.912	1570088.486	3093375.483	2789692.053	3599218.387	16900975.39	2248744.385	1669278.557	965605.718	2066455.967	1939650.528	3090459.101	1276003.676	7178508.259	4437028.344	5633489.783	7327322.592	6700464.005	1049987.62	3281508.753	3897700.251	7323454.689	1456678.346	3029190.597	3202846.583	1343890.948	1419013.933	2387270.858	871030.097	459260.623	2211758.263	1793116.658	902203.36	6446753.571	2882534.647	2380219.656	68317.611	2898718.463	3952768.937	4884504.118	1611928.24	813781.823	1942461.54	6625870.322	1619271.061	1452901.579	1901290.928	3649977.835	3058202.211	964694.941	1868531.833	1677008.538	1286745.183	212965.926	2159430.364	4203765.849	2886791.806	2361157.539	2260943.886	5763483.817	2765361.324	4918754.915	1841792.788	2764039.007	2136335.124	6474807.884	3017386.846
EPT2878	Positive	359.2204	-	-	unknown	unknown	unknown	60261.314	67220.214	103455.394	89824.432	32377.44	104816.925	209384.399	48877.341	156175.378	262369.674	115198.764	248335.793	104418.263	112913.923	190155.383	37256.137	114718.12	178876.293	146546.205	150996.045	112152.916	123019.303	60682.885	74197.685	136126.597	167036.645	41786.942	232903.674	70170.53	62588.236	96193.422	46128.065	87397.196	127545.062	104491.037	152867.819	136151.514	104631.766	112151.949	116524.431	214868.28	67424.835	83561.9	78571.544	73869.741	166440.055	106781.431	128000.336	286721.973	95092.453	92267.25	119124.049	127584.996	49734.788	81842.603	127285.148	58869.588	140330.465	84320.051	65641.188	61748.672	79127.397	56975.871	90517.093	25467.461	103023.585	147733.455	142597.838
EPT2879	Positive	360.1811	-	-	unknown	unknown	unknown	210503.555	40950.972	206232.05	174051.284	176583.928	172475.057	72157.25	301541.92	356589.13	167083.613	197888.061	119289.879	124409.273	74431.522	319340.23	107862.114	155688.94	104566.595	571011.376	224770.078	200347.585	242493.2	71908.035	98854.639	89558.698	88015.599	49334.263	177511.269	93476.707	213084.824	101841.435	45986.093	159822.651	136198.05	166675.197	188319.993	94238.114	7387.823	359640.346	133930.19	291993.923	75097.18	108488.608	69209.907	266405.944	236467.081	82631.66	73243.735	159083.805	161833.601	178673.183	171874.653	178542.863	160242.57	114127.605	36451.056	106525.739	180665.071	53647.81	82074.873	336110.172	108330.81	80743.892	188942.558	84822.824	155667.54	243967.237	132400.776
EPT2880	Positive	360.2	-	-	unknown	unknown	unknown	1407168.37	1032671.83	2722849.905	1426009.378	1178496.759	1444503.815	1776637.774	845267.631	855867.013	878505.879	970229.687	777906.737	1412666.479	524053.304	1756227.572	700498.569	1689678.166	1350153.366	769360.607	651878.384	910549.221	780469.488	766928.842	367465.617	921692.429	973786.255	652953.254	878462.282	291670.279	955629.852	712280.004	1205865.999	3832033.511	519208.495	1708882.023	473941.537	913492.823	482831.051	709603.169	896896.841	775431.227	1619931.714	602173.456	953068.403	959010.119	384363.254	407219.651	449687.444	1009014.105	1003686.392	502943.328	508582.732	738912.132	681203	410871.752	1026139.95	1607434.169	651194.535	931711.968	813664.571	419433.535	773054.362	789036.127	1777138.2	762232.499	1339854.906	1419048.959	1594248.248
EPT2881	Positive	360.3	-	-	unknown	unknown	unknown	52269.454	54925.427	40282.151	148969.293	55442.908	38148.475	61071.591	42809.41	75997.24	105838.727	95452.764	48627.514	69081.034	32486.859	100659.575	33143.777	47657.919	92505.185	56927.354	29735.112	47441.467	26001.972	5567.749	22643.891	52903.527	64780.664	65815.712	35779.728	27871.911	53619.712	51531.734	42362.723	53450.939	62032.484	87921.965	13450.612	48769.43	65407.683	89772.78	33858.835	52972.028	26937.674	42440.625	55056.842	78825.886	43701.116	5863.127	20140.718	55387.332	90069.565	21316.144	54241.937	23363.529	28361.983	22526.042	21263.795	9514.708	58506.394	29789.58	29470.739	120216.255	36289.776	52553.93	87594.331	48169.057	53778.276	59493.921	9008.422
EPT2882	Positive	360.3	-	-	unknown	unknown	unknown	627980.211	335340.272	445741.705	501756.346	509649.945	686623.762	477201.523	690699.977	592623.356	174830.325	375828.613	466760.614	537413.555	367117.159	908909.717	446471.768	472607.029	404152.195	1303464.245	201141.938	388916.427	744291.267	280723.983	127203.931	268429.447	357364.749	279066.531	330399.225	412793.331	186404.289	116612.055	196767.512	395025.897	250130.564	716265.91	623607.441	358781.505	83363.84	701279.143	386910.096	657953.908	159016.258	298259.306	270239.304	980467.525	330540.472	467669.843	272921.271	307563.847	500228.953	584113.934	389902.081	287477.963	589798.549	121473.958	149460.243	299518.87	317996.975	209609.32	174402.849	805356.531	222563.702	446651.806	367218.493	322916.755	374701.852	684275.32	487409.305
EPT2883	Positive	361.2	-	-	unknown	unknown	unknown	768893.166	206099.755	832962.793	701367.809	554292.172	491168.464	139346.062	1035866.334	1096839.591	585827.891	644812.833	1314452.053	854998.485	879507.988	683465.832	633300.424	607241.126	633893.139	676501.363	762233.211	113426.105	475524.865	177084.509	800384.56	449236.219	461157.794	310472.794	516303.186	557195.787	743240.06	837831.326	612985.683	800781.828	1526829.904	2273078.647	674857.172	570976.16	345491.878	1078816.18	564785.124	630931.05	191360.758	530683.996	551657.973	1067577.099	334847.256	460905.67	209303.932	694464.488	754863.499	763859.456	498050.807	846863.916	1384556.238	373654.215	549685.836	372737.446	686294.706	172238.245	253810.656	436749.778	285336.453	701137.63	946128.636	443361.288	858525.345	378766.543	741144.751
EPT2884	Positive	361.2226	-	-	unknown	unknown	unknown	423484.33	169929.447	1589173.105	414876.19	258638.851	225850.672	120609.152	416185.036	331019.418	107902.226	304665.172	130925.839	302363.897	209328.306	146426.286	125625.411	418110.392	109304.436	273262.432	180207.232	321078.679	346171.28	226119.585	472905.006	289927.501	222693.539	221574.152	104355.84	347755.821	328601.673	262077.377	190528.43	230914.299	417277.259	370406.207	140551.032	152260.697	148656.528	229545.227	295249.301	116642.565	413277.69	372855.565	140414.382	128481.149	249513.647	342292.562	117792.269	70466.452	282721.435	327850.395	438044.318	398905.299	182774.616	186965.122	158227.315	218883.241	5989015.886	305567.463	283941.828	305094.455	432378.319	4065065.986	318169.392	273261.456	346442.56	183012.011	120330.356
EPT2885	Positive	362.0616	-	-	unknown	unknown	unknown	27906.432	127899.231	39594.776	69619.489	43388.019	125500.037	48669.686	69150.597	66305.858	102535.965	119931.016	72335.002	11160.904	126286.29	127084.956	68162.208	110910.265	123984.35	37266.036	33251.783	38019.343	23773.574	68101.973	16954.204	43199.294	44134.368	34374.365	29437.846	56430.019	44822.98	10219.893	56762.848	36613.848	15107.062	89399.851	85659.785	77481.295	28729.173	26360.182	73333.858	116439.759	32175.052	14403.453	45626.746	46658.193	72911.899	47644.775	68218.347	86375.326	16456.295	48560.04	24535.556	96386.612	36050.385	28418.757	22001.248	32743.132	19955.143	22111.124	3423.783	13520.392	11917.47	104376.695	18555.945	96636.525	22970.048	42091.19	12808.846
EPT2886	Positive	362.1	-	-	unknown	unknown	unknown	30433564.64	17003726.72	58654095.68	36738996.66	5372883.28	50987119.62	93791.342	72146091.36	66416332.26	56575229.52	30704009.42	51025126.44	108526834.7	60864930.53	78700788.23	9429513.961	29057061.3	20044553.54	51593011.42	66744137.97	14295641.81	30853973.06	2851291.602	28717366.15	33870035.77	25367770.15	37888618.71	34193318.69	50474546.97	75688441.14	90906615.85	20282766.88	36401958.8	107964083.7	75849991.65	19554521.06	24002028.35	24426701.58	45451620.83	39298033.37	36975119	18589399.56	34584876.36	44643607.74	9428600.001	51559176.72	30674956.22	26195808.19	44879914.14	18844499.19	52792246.17	41342882.94	55571306.77	24675853.74	9337919.436	84331032.85	23718786.27	59211469.18	22072769.18	33991310.16	70519065.08	31466980.96	22187974.01	28186550.62	12107955.35	21986800.35	33851435.46	90398477.94
EPT2887	Positive	362.191	-	-	unknown	unknown	unknown	219334.723	236918.94	294881.091	284023.772	414872.988	393073.543	29865.743	260289.3	505702.03	302708.387	274332.705	453676.504	268736.828	268554.857	246781.937	137518.559	293271.079	429323.814	486209.13	784364.816	312161.745	571537.619	354088.858	327912.885	228572.66	496136.902	380578.918	683385.274	286377.845	351690.297	440521.291	177402.54	571349.595	267237.979	199681.683	470036.407	208465.006	330750.21	472167.609	392804.7	684333.258	395145.595	416946.48	312464.369	428140.36	328738.323	410832.678	459815.88	521234.343	387923.825	317701.407	498498.126	322682.196	268716.692	624041.709	351754.111	376501.483	427218.602	378491.315	352979.461	334948.335	198226.254	250323.87	349692.894	412240.031	367835.771	456629.28	201619.327
EPT2888	Positive	363.2	-	-	unknown	unknown	unknown	65775.088	90044.516	166066.409	71284.083	70703.033	49560.258	304153.549	41860.457	16872.679	22152.445	37252.048	32308.612	59005.508	57137.007	45467.546	32683.082	36721.957	35015.353	26835.48	33286.406	53915.293	64648.293	82989.663	47180.366	33520.413	66579.505	44513.128	51758.19	55296.928	32780.563	43484.482	46889.976	43878.378	45941.662	89641.657	48673.37	20206.021	27510.895	22914.249	45545.292	46797.495	24936.196	33857.859	43138.343	65267.995	55520.228	48173.049	44741.625	46963.083	40919.485	61180.72	45220.977	73573.028	78424.516	27957.533	45968.017	45269.036	49480.117	69441.008	37960.8	53885.246	41444.717	56385.623	100875.891	82100.426	54877.077	80438.326	40082.257
EPT2889	Positive	364.06529	-	-	unknown	unknown	unknown	576597.425	398920.847	362868.929	414695.237	408835.263	314843.703	80997.77	593078.644	513486.33	678742.139	412161.725	475445.038	314334.809	630746.708	412753.044	518152.996	429868.856	289060.555	482930.451	276216.364	207197.825	458289.221	93925.201	622250.019	326106.217	494821.872	596268.587	532961.005	586626.328	408141.802	679028.866	589737.819	349693.24	561709.993	546099.078	310584.458	266497.532	356792.183	554454.511	282498.16	446548.217	224255.9	382189.161	640059.338	455452.158	543885.888	429629.98	551960.199	483703.52	380025.431	642554.354	578990.398	603635.89	1072180.223	315050.815	408169.537	338213.456	741535.493	467345.508	398444.307	570157.608	526657.422	407382.371	514911.369	490347.051	574925.49	242591.29	675354.718
EPT2890	Positive	364.3	-	-	unknown	unknown	unknown	8906.648	22790.018	10510.092	44520.957	24232.559	20848.837	4463.75	30135.004	18771.403	14292.777	15605.95	309796.157	12158.203	13870.025	8759.518	17024.592	16973.11	18741.051	12774.56	14744.033	34493.749	153391.885	56404.117	104461.308	9957.578	114642.55	42797.43	29167.553	51525.69	11465.114	30252.223	832.45	10993.841	12321.838	153216.93	10108.687	74184.187	15683.172	11238.95	14227.063	5655.515	98979.91	11735.085	9461.475	25572.02	12494.156	27146.084	53304.088	309180.97	13562.162	7180.222	26795.157	80650.372	148998.215	215232.189	88386.565	174824.044	11713.434	43356.02	4772.881	16997.254	75220.506	122613.077	116631.82	31164.544	71906.476	37649.073	26062.743
EPT2891	Positive	364.3	-	-	unknown	unknown	unknown	13785.456	16515.993	37239.702	25370.522	28807.623	14190.088	20172.465	20756.653	16635.267	14175.859	18004.047	13631.03	15410.027	30214.234	5811.996	13177.944	20226.293	11067.555	35176.378	14222.624	11019.849	11532.811	33729.637	35240.032	17108.836	23008.058	105737.956	50637.99	12811.727	8967.178	11450.607	10139.731	13134.093	8359.482	26271.246	10282.753	17417.179	15504.316	16505.472	12931.275	9753.235	63018.358	16340.404	25237.231	25469.01	11002.173	38431.58	22221.093	7017.287	19649.321	12497.051	11279.946	17899.891	58290.309	23191.089	13378.469	16053.311	9654.24	14986.401	12462.994	24332.592	7971.078	13115.264	25820.734	17597.807	18538.042	32551.583	21295.322
EPT2892	Positive	365.1	-	-	unknown	unknown	unknown	6997.41	132838.261	235773.552	179888.327	82380.996	89500.891	6718.578	198258.373	5374.796	159362.292	93288.243	447077.693	91681.195	219706.45	370168.194	397138.46	245538.294	553235.052	1006671.154	319252.868	200015.651	94481.923	13388.771	57243.088	264332.661	180387.381	152044.629	439931.766	185569.933	229211.474	44091.916	72981.345	433064.786	159351.112	19382.081	316514.341	99318.191	127251.593	44535.676	129250.138	309965.035	96282.733	31731.865	108398.582	67222.115	180500.063	62677.439	42993.796	95866.975	16998.224	60277.521	219688.733	197655.848	102664.06	131163.962	17539.404	57518.137	98265.206	226304.792	99005.32	106053.353	159070.142	68414.409	61706.603	470415.232	87577.06	132309.902	33272.719
EPT2893	Positive	365.1	-	-	unknown	unknown	unknown	299031.927	146118.736	316334.551	295930.008	309474.154	412636.578	2536352.718	266668.619	247363.469	238182.882	365085.326	669886.983	338718.218	318236.309	836001.45	155360.173	327765.981	295937.675	392469.342	469113.586	314204.726	427823.069	303219.551	119447.529	193964.665	410906.494	195500.232	436733.543	154200.741	123545.21	185250.495	159756.044	526462.917	274413.552	665543.156	288551.633	431379.305	107684.172	246460.917	282084.914	368045.361	179752.911	348276.663	107087.945	1092572.088	434107.604	400378.605	176451.774	511249.272	460739.497	218771.609	298593.189	233370.448	275030.13	142217.205	492743.597	170361.655	395008.549	251816.935	193484.879	149288.789	249615.044	120111.63	277268.528	186290.957	221707.277	530149.328	423500.664
EPT2894	Positive	365.10543	-	-	unknown	unknown	unknown	46285385.45	26186754.27	56943060.56	14745189.85	15524261.28	24869557.53	453302.495	13263785.89	34206272.61	27778449.53	27913552.08	31525213.86	27385887.61	27459734.72	21259358.53	11715230.22	15341295.93	34634192.29	53931165.39	15277270.43	38444722.87	18737818.92	14955318.69	26357656.79	52330442.95	71949632.33	4975612.382	27764106.21	30191544.92	32338550.65	16660479.02	16522910.61	39601849.12	28864856.8	28022268.45	26362620.55	36210558.65	43070404.1	210920823.1	26021292.98	47102601.15	9251874.739	21110609.45	20570962.98	30668196.16	23761974.74	15938179.32	10386112.84	44459953.64	179194707.9	22895082.79	24850136.52	29347520.2	12448312.2	23421313.53	65916502.03	16138368.3	74791957.61	14301670.88	25103052.11	47545521.75	8792046.257	14703090.91	28899011.19	22554482.59	29340155.96	31535037.46	15291159.67
EPT2895	Positive	365.2	-	-	unknown	unknown	unknown	202386.737	29485.361	284454.318	148926.834	126138.981	152551.479	22738.498	154673.184	96368.362	200405.258	141887.601	225676.505	213624.045	219450.274	137192.177	325096.942	126838.447	209966.749	179446.334	146832.672	155163.905	112591.438	78209.295	143480.412	108093.35	99478.945	463487.01	146686.817	201266.947	235902.689	269140.443	110507.042	197120.625	338615.649	77094.365	241760.285	76102.493	214335.055	141273.343	89854.156	312431.953	87486.234	133780.023	160934.255	257146.765	227832.631	105770.172	121980.973	260752.79	143148.21	294183.026	230789.694	212568.573	444194.431	93956.875	491854.286	117543.998	519388.277	96939.053	106636.126	200799.686	52089.717	326987.506	112765.075	75004.303	207491.746	245809.356	264413.666
EPT2896	Positive	366.2	-	-	unknown	unknown	unknown	3262833.944	1989411.572	3983657.984	1095546.546	1067089.704	1929803.514	245901.272	926557.791	2216664.965	2060691.909	2463503.414	2244644.002	1640962.251	2205294.463	1662636.107	973517.811	1357949.248	2015554.354	3382287.067	1218397.225	2384785.267	1638849.571	1214904.876	2032845.23	3393738.437	5272263.424	501485.142	2290633.993	2196189.433	2142916.975	1337898.95	1199961.824	3077812.009	2115036.392	2133305.09	1946273.518	2362050.629	3000097.672	14113132.1	1738446.774	3106849.364	863922.443	1630588.415	1533084.705	2275594.938	1557347.081	1227067.5	824696.332	3484381.875	12081015.63	1743230.353	1786909.59	1917948.771	951585.049	1890335.138	4431606.987	1326451.138	4898263.231	961032.726	1734558.561	3197599.201	727725.559	1032700.136	2268392.232	1667639.163	2295828.08	2434081.837	1209531.072
